@relation gps_clustered

@attribute Instance_number numeric
@attribute udid string
@attribute jingdu numeric
@attribute weidu numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10}

@data
7553,75b9cba1592e0d38,0.361147,0.66854,cluster7
7554,75b9cba1592e0d38,0.361147,0.66854,cluster7
7555,75b9cba1592e0d38,0.361147,0.66854,cluster7
7556,75e5a871335ee05d,0.255273,0.629099,cluster1
7557,75e5a871335ee05d,0.255274,0.629099,cluster1
7558,75e5a871335ee05d,0.255273,0.629099,cluster1
7559,75e5a871335ee05d,0.255274,0.629099,cluster1
7560,75e5a871335ee05d,0.255273,0.629099,cluster1
7561,75e5a871335ee05d,0.255274,0.629099,cluster1
7562,75e5a871335ee05d,0.255273,0.629099,cluster1
7563,75e5a871335ee05d,0.255274,0.629099,cluster1
7564,75e5a871335ee05d,0.255273,0.629099,cluster1
7565,75e5a871335ee05d,0.255274,0.629099,cluster1
7566,75e5a871335ee05d,0.255273,0.629099,cluster1
7567,75e5a871335ee05d,0.255311,0.629106,cluster1
7568,75e5a871335ee05d,0.255313,0.629109,cluster1
7569,75e5a871335ee05d,0.255312,0.629104,cluster1
7570,75e5a871335ee05d,0.255298,0.629105,cluster1
7571,75e5a871335ee05d,0.255312,0.629104,cluster1
7572,75e5a871335ee05d,0.255299,0.629105,cluster1
7573,75e5a871335ee05d,0.255298,0.629105,cluster1
7574,75e5a871335ee05d,0.255298,0.629105,cluster1
7575,75e5a871335ee05d,0.2553,0.629106,cluster1
7576,75e5a871335ee05d,0.255298,0.629105,cluster1
7577,75e5a871335ee05d,0.255301,0.629106,cluster1
7578,75e5a871335ee05d,0.255299,0.629105,cluster1
7579,75e5a871335ee05d,0.255299,0.629105,cluster1
7580,75e5a871335ee05d,0.255301,0.629105,cluster1
7581,75e5a871335ee05d,0.255299,0.629105,cluster1
7582,75e5a871335ee05d,0.255298,0.629105,cluster1
7583,75e5a871335ee05d,0.255298,0.629105,cluster1
7584,75e5a871335ee05d,0.255312,0.629104,cluster1
7585,75e5a871335ee05d,0.255299,0.629105,cluster1
7586,75e5a871335ee05d,0.2553,0.629106,cluster1
7587,75e5a871335ee05d,0.255298,0.629105,cluster1
7588,75e5a871335ee05d,0.2553,0.629105,cluster1
7589,75e5a871335ee05d,0.255298,0.629105,cluster1
7590,75e5a871335ee05d,0.255301,0.629105,cluster1
7591,75e5a871335ee05d,0.2553,0.629105,cluster1
7592,75e5a871335ee05d,0.255299,0.629105,cluster1
7593,75e5a871335ee05d,0.255298,0.629105,cluster1
7594,75e5a871335ee05d,0.255298,0.629105,cluster1
7595,75e5a871335ee05d,0.255298,0.629105,cluster1
7596,75e5a871335ee05d,0.255298,0.629105,cluster1
7597,75e5a871335ee05d,0.255298,0.629105,cluster1
7598,75e5a871335ee05d,0.255301,0.629106,cluster1
7599,75e5a871335ee05d,0.255298,0.629105,cluster1
7600,75e5a871335ee05d,0.255299,0.629105,cluster1
7601,763c8bceb620d790,0.417257,0.664555,cluster4
7602,763c8bceb620d790,0.417346,0.664611,cluster4
7603,767bb0479314b797,0.396282,0.642134,cluster5
7604,767bb0479314b797,0.396282,0.642134,cluster5
7605,767bb0479314b797,0.396282,0.642134,cluster5
7606,767bb0479314b797,0.396282,0.642134,cluster5
7607,767bb0479314b797,0.396282,0.642134,cluster5
7608,778d5f73650f5749,0.363667,0.666141,cluster7
7609,778d5f73650f5749,0.363666,0.666141,cluster7
7610,778d89576a10fbec,0.415607,0.668931,cluster4
7611,778d89576a10fbec,0.415607,0.668931,cluster4
7612,778d89576a10fbec,0.415611,0.668929,cluster4
7613,778d89576a10fbec,0.415607,0.668931,cluster4
7614,77f8cb3d368322a2,0.45173,0.651296,cluster6
7615,77f8cb3d368322a2,0.45173,0.651296,cluster6
7616,77f8cb3d368322a2,0.45173,0.651296,cluster6
7617,77f8cb3d368322a2,0.45173,0.651296,cluster6
7618,77f8cb3d368322a2,0.45173,0.651296,cluster6
7619,77f8cb3d368322a2,0.45173,0.651296,cluster6
7620,77f8cb3d368322a2,0.45173,0.651296,cluster6
7621,77f8cb3d368322a2,0.45173,0.651296,cluster6
7622,787e42e54c477bf,0.403475,0.656988,cluster5
7623,787e42e54c477bf,0.403474,0.656988,cluster5
7624,787e42e54c477bf,0.403473,0.656988,cluster5
7625,787e42e54c477bf,0.403474,0.656988,cluster5
7626,7882a911dcefb9f1,0.254943,0.628921,cluster1
7627,7882a911dcefb9f1,0.255069,0.628975,cluster1
7628,7882a911dcefb9f1,0.255069,0.628975,cluster1
7629,7882a911dcefb9f1,0.255059,0.62897,cluster1
7630,7882a911dcefb9f1,0.255059,0.62897,cluster1
7631,7882a911dcefb9f1,0.255059,0.62897,cluster1
7632,7882a911dcefb9f1,0.255059,0.62897,cluster1
7633,7882a911dcefb9f1,0.254804,0.628907,cluster1
7634,7882a911dcefb9f1,0.2548,0.628905,cluster1
7635,7882a911dcefb9f1,0.2548,0.628905,cluster1
7636,7882a911dcefb9f1,0.2548,0.628905,cluster1
7637,7882a911dcefb9f1,0.2548,0.628905,cluster1
7638,7882a911dcefb9f1,0.2548,0.628904,cluster1
7639,7882a911dcefb9f1,0.2548,0.628904,cluster1
7640,7905404c04d9b6d5,0.240346,0.615351,cluster1
7641,7905404c04d9b6d5,0.240372,0.615345,cluster1
7642,7905404c04d9b6d5,0.240346,0.615351,cluster1
7643,7905404c04d9b6d5,0.240372,0.615345,cluster1
7644,7905404c04d9b6d5,0.240346,0.615351,cluster1
7645,7905404c04d9b6d5,0.240372,0.615345,cluster1
7646,7905404c04d9b6d5,0.240346,0.615351,cluster1
7647,7905404c04d9b6d5,0.240345,0.615351,cluster1
7648,7905404c04d9b6d5,0.240372,0.615345,cluster1
7649,7905404c04d9b6d5,0.240342,0.615345,cluster1
7650,7905404c04d9b6d5,0.240346,0.615351,cluster1
7651,7905404c04d9b6d5,0.240372,0.615345,cluster1
7652,7905404c04d9b6d5,0.240357,0.615348,cluster1
7653,7905404c04d9b6d5,0.240372,0.615345,cluster1
7654,7905404c04d9b6d5,0.240357,0.615348,cluster1
7655,7905404c04d9b6d5,0.240345,0.615351,cluster1
7656,7905404c04d9b6d5,0.240372,0.615345,cluster1
7657,7905404c04d9b6d5,0.240345,0.615351,cluster1
7658,7905404c04d9b6d5,0.240372,0.615345,cluster1
7659,7905404c04d9b6d5,0.240346,0.615351,cluster1
7660,7905404c04d9b6d5,0.240372,0.615345,cluster1
7661,7905404c04d9b6d5,0.240346,0.615351,cluster1
7662,7905404c04d9b6d5,0.240345,0.615351,cluster1
7663,792981a22547dfc2,0.42285,0.661713,cluster4
7664,792981a22547dfc2,0.422848,0.661712,cluster4
7665,7905404c04d9b6d5,0.240372,0.615345,cluster1
7666,7905404c04d9b6d5,0.240343,0.615345,cluster1
7667,7905404c04d9b6d5,0.240346,0.615351,cluster1
7668,7905404c04d9b6d5,0.240372,0.615345,cluster1
7669,7905404c04d9b6d5,0.24036,0.615347,cluster1
7670,7905404c04d9b6d5,0.240346,0.615351,cluster1
7671,7905404c04d9b6d5,0.24036,0.615347,cluster1
7672,7905404c04d9b6d5,0.240346,0.615351,cluster1
7673,7905404c04d9b6d5,0.24036,0.615347,cluster1
7674,7905404c04d9b6d5,0.240346,0.615351,cluster1
7675,7905404c04d9b6d5,0.240346,0.615351,cluster1
7676,795abcf0feeb0862,0.350166,0.669772,cluster10
7677,795abcf0feeb0862,0.350166,0.669772,cluster10
7678,795abcf0feeb0862,0.350165,0.669782,cluster10
7679,795abcf0feeb0862,0.350165,0.669782,cluster10
7680,795abcf0feeb0862,0.350166,0.669772,cluster10
7681,795abcf0feeb0862,0.350157,0.669781,cluster10
7682,795abcf0feeb0862,0.350166,0.669772,cluster10
7683,795abcf0feeb0862,0.350166,0.669772,cluster10
7684,795abcf0feeb0862,0.350166,0.669772,cluster10
7685,795abcf0feeb0862,0.350166,0.669772,cluster10
7686,795abcf0feeb0862,0.350166,0.669772,cluster10
7687,795abcf0feeb0862,0.350166,0.669772,cluster10
7688,795abcf0feeb0862,0.350166,0.669772,cluster10
7689,795abcf0feeb0862,0.350166,0.669772,cluster10
7690,795abcf0feeb0862,0.350166,0.669772,cluster10
7691,795abcf0feeb0862,0.350166,0.669772,cluster10
7692,797cdac0206ab8b5,0.45199,0.645799,cluster6
7693,797cdac0206ab8b5,0.451989,0.6458,cluster6
7694,79844619e09ae81d,0.397269,0.661725,cluster5
7695,79844619e09ae81d,0.397266,0.661754,cluster5
7696,79844619e09ae81d,0.397265,0.661754,cluster5
7697,79844619e09ae81d,0.397266,0.661754,cluster5
7698,79844619e09ae81d,0.397265,0.661754,cluster5
7699,79844619e09ae81d,0.397266,0.661754,cluster5
7700,79844619e09ae81d,0.397269,0.661725,cluster5
7701,79844619e09ae81d,0.397269,0.661725,cluster5
7702,7a82321b1f516713,0.259437,0.632526,cluster1
7703,7a82321b1f516713,0.259437,0.632526,cluster1
7704,7aa7a2ef35caee2,0.398732,0.624871,cluster0
7705,7aa7a2ef35caee2,0.398732,0.624871,cluster0
7706,7aa7f6422457955,0.357857,0.674628,cluster10
7707,7aa7f6422457955,0.357854,0.674627,cluster10
7708,7ac8d3b09701f606,0.268022,0.627778,cluster1
7709,7ac8d3b09701f606,0.268022,0.627778,cluster1
7710,7ac8d3b09701f606,0.268022,0.627778,cluster1
7711,7adb3f2dca6ec190,0.253432,0.629709,cluster1
7712,7adb3f2dca6ec190,0.253404,0.629696,cluster1
7713,7adf08bcef54a6a7,0.400062,0.656579,cluster5
7714,7adf08bcef54a6a7,0.400027,0.656588,cluster5
7715,7adf08bcef54a6a7,0.400032,0.65665,cluster5
7716,7adf08bcef54a6a7,0.400027,0.656588,cluster5
7717,7af537209107099,0.356953,0.67601,cluster10
7718,7af537209107099,0.356953,0.67601,cluster10
7719,7afcf3fe4fe1bd30,0.339983,0.675402,cluster10
7720,7afcf3fe4fe1bd30,0.339983,0.675402,cluster10
7721,7afcf3fe4fe1bd30,0.339988,0.675393,cluster10
7722,7afcf3fe4fe1bd30,0.339988,0.675393,cluster10
7723,7afcf3fe4fe1bd30,0.33999,0.675405,cluster10
7724,7afcf3fe4fe1bd30,0.339988,0.675393,cluster10
7725,7afcf3fe4fe1bd30,0.339983,0.675402,cluster10
7726,7afcf3fe4fe1bd30,0.33999,0.675405,cluster10
7727,7afcf3fe4fe1bd30,0.33999,0.675391,cluster10
7728,7afcf3fe4fe1bd30,0.339983,0.675402,cluster10
7729,7afcf3fe4fe1bd30,0.339988,0.675391,cluster10
7730,7afcf3fe4fe1bd30,0.340593,0.675351,cluster10
7731,7afcf3fe4fe1bd30,0.340585,0.675356,cluster10
7732,7afcf3fe4fe1bd30,0.340587,0.675359,cluster10
7733,7afcf3fe4fe1bd30,0.340585,0.675356,cluster10
7734,7b4c5169768af971,0.403132,0.61677,cluster0
7735,7b4c5169768af971,0.403132,0.61677,cluster0
7736,7b4c5169768af971,0.403132,0.61677,cluster0
7737,7b4c5169768af971,0.403132,0.61677,cluster0
7738,7b4c5169768af971,0.403132,0.61677,cluster0
7739,7b4c5169768af971,0.403132,0.61677,cluster0
7740,7b4c5169768af971,0.403135,0.616773,cluster0
7741,7b535a5d6406d3b8,0.349026,0.635169,cluster2
7742,7b5d1d93be8e73b9,0.468346,0.650678,cluster6
7743,7c1a6d736aaef2a7,0.263374,0.625976,cluster1
7744,7c1a6d736aaef2a7,0.263375,0.625977,cluster1
7745,7c1a6d736aaef2a7,0.263372,0.625976,cluster1
7746,7c1a6d736aaef2a7,0.263374,0.625976,cluster1
7747,7c1a6d736aaef2a7,0.263374,0.625976,cluster1
7748,7c1a6d736aaef2a7,0.263373,0.625977,cluster1
7749,7c1a6d736aaef2a7,0.263374,0.625976,cluster1
7750,7c1f3838488e3be0,0.350336,0.628725,cluster2
7751,7c27a6a185f04108,0.553461,0.684511,cluster9
7752,7c27a6a185f04108,0.553461,0.684511,cluster9
7753,7cde5989d61324b2,0.357363,0.675002,cluster10
7754,7cde5989d61324b2,0.357363,0.675002,cluster10
7755,7cde5989d61324b2,0.3579,0.675134,cluster10
7756,795abcf0feeb0862,0.350165,0.669782,cluster10
7757,795abcf0feeb0862,0.350166,0.669772,cluster10
7758,795abcf0feeb0862,0.350165,0.669782,cluster10
7759,795abcf0feeb0862,0.350165,0.669782,cluster10
7760,795abcf0feeb0862,0.350166,0.669772,cluster10
7761,795abcf0feeb0862,0.350166,0.669772,cluster10
7762,795abcf0feeb0862,0.350166,0.669772,cluster10
7763,795abcf0feeb0862,0.350166,0.669772,cluster10
7764,795abcf0feeb0862,0.350166,0.669772,cluster10
7765,796ef09bd42cc6c9,0.423541,0.655703,cluster4
7766,796ef09bd42cc6c9,0.423541,0.655703,cluster4
7767,796ef09bd42cc6c9,0.423541,0.655703,cluster4
7768,796ef09bd42cc6c9,0.423541,0.655703,cluster4
7769,796ef09bd42cc6c9,0.423541,0.655703,cluster4
7770,796ef09bd42cc6c9,0.423541,0.655703,cluster4
7771,796ef09bd42cc6c9,0.423541,0.655703,cluster4
7772,796ef09bd42cc6c9,0.423541,0.655703,cluster4
7773,796ef09bd42cc6c9,0.423541,0.655703,cluster4
7774,79732e74a9091df5,0.259521,0.629481,cluster1
7775,797cdac0206ab8b5,0.45199,0.645799,cluster6
7776,798e8de0c05de733,0.449763,0.651219,cluster6
7777,798e8de0c05de733,0.449873,0.65115,cluster6
7778,79e43e9de0e604a,0.38621,0.661179,cluster5
7779,79e43e9de0e604a,0.38621,0.661179,cluster5
7780,7a1fc78a7f2903a7,0.357521,0.671881,cluster10
7781,7a1fc78a7f2903a7,0.35752,0.671881,cluster10
7782,7a2f3da9174b8f42,0.357598,0.674798,cluster10
7783,7a2f3da9174b8f42,0.357607,0.6748,cluster10
7784,7a2f3da9174b8f42,0.357598,0.674798,cluster10
7785,7a82321b1f516713,0.259437,0.632525,cluster1
7786,7a82321b1f516713,0.259437,0.632525,cluster1
7787,7ac8d3b09701f606,0.268019,0.627772,cluster1
7788,7ac8d3b09701f606,0.268022,0.627778,cluster1
7789,7ac8d3b09701f606,0.268022,0.627778,cluster1
7790,7ac8d3b09701f606,0.268022,0.627778,cluster1
7791,7ac8d3b09701f606,0.268022,0.627778,cluster1
7792,7ac8d3b09701f606,0.268022,0.627778,cluster1
7793,7ac8d3b09701f606,0.268022,0.627778,cluster1
7794,7ac8d3b09701f606,0.268022,0.627778,cluster1
7795,7ac8d3b09701f606,0.268022,0.627778,cluster1
7796,7ac8d3b09701f606,0.268074,0.627733,cluster1
7797,7ac8d3b09701f606,0.268074,0.627733,cluster1
7798,7ac8d3b09701f606,0.268075,0.627734,cluster1
7799,7ac8d3b09701f606,0.268075,0.627734,cluster1
7800,7ac8d3b09701f606,0.268074,0.627733,cluster1
7801,7ac8d3b09701f606,0.268075,0.627734,cluster1
7802,7ac8d3b09701f606,0.268074,0.627733,cluster1
7803,7ac8d3b09701f606,0.268075,0.627734,cluster1
7804,7ac8d3b09701f606,0.268062,0.627728,cluster1
7805,7ac8d3b09701f606,0.268062,0.627728,cluster1
7806,7ac8d3b09701f606,0.268075,0.627734,cluster1
7807,7ac8d3b09701f606,0.268074,0.627733,cluster1
7808,7ac8d3b09701f606,0.268075,0.627734,cluster1
7809,7ac8d3b09701f606,0.268062,0.627728,cluster1
7810,7ac8d3b09701f606,0.268075,0.627734,cluster1
7811,7ac8d3b09701f606,0.268074,0.627733,cluster1
7812,7ac8d3b09701f606,0.268075,0.627734,cluster1
7813,7ac8d3b09701f606,0.268074,0.627733,cluster1
7814,7ac8d3b09701f606,0.268062,0.627728,cluster1
7815,7ac8d3b09701f606,0.268022,0.627778,cluster1
7816,7afcf3fe4fe1bd30,0.340599,0.675358,cluster10
7817,7afcf3fe4fe1bd30,0.339988,0.675391,cluster10
7818,7afcf3fe4fe1bd30,0.33999,0.675391,cluster10
7819,7afcf3fe4fe1bd30,0.33999,0.675394,cluster10
7820,7afcf3fe4fe1bd30,0.33999,0.675393,cluster10
7821,7afcf3fe4fe1bd30,0.33999,0.675405,cluster10
7822,7b230fe1178da651,0.542309,0.728867,cluster9
7823,7b230fe1178da651,0.542729,0.728626,cluster9
7824,7b230fe1178da651,0.542729,0.728626,cluster9
7825,7b230fe1178da651,0.542419,0.728981,cluster9
7826,7b230fe1178da651,0.542729,0.728626,cluster9
7827,7b8e4d7f54db0651,0.432272,0.637109,cluster4
7828,7b8e4d7f54db0651,0.432272,0.637109,cluster4
7829,7bd9cf9942179a8a,0.399704,0.631559,cluster0
7830,7bff645a48cdbdf9,0.259293,0.635649,cluster1
7831,7bff645a48cdbdf9,0.259287,0.635724,cluster1
7832,7c17ca7769fba221,0.484458,0.687322,cluster3
7833,7c17ca7769fba221,0.484471,0.687412,cluster3
7834,7c17ca7769fba221,0.484471,0.687411,cluster3
7835,7c17ca7769fba221,0.484458,0.687322,cluster3
7836,7c17ca7769fba221,0.484458,0.687322,cluster3
7837,7c17ca7769fba221,0.484471,0.687409,cluster3
7838,7c17ca7769fba221,0.484471,0.687411,cluster3
7839,7c17ca7769fba221,0.484464,0.687374,cluster3
7840,7c17ca7769fba221,0.484458,0.687322,cluster3
7841,7c17ca7769fba221,0.48337,0.685781,cluster3
7842,7c17ca7769fba221,0.48337,0.685781,cluster3
7843,7c8809595cf3b0c6,0.362186,0.668211,cluster7
7844,7c8809595cf3b0c6,0.362182,0.668212,cluster7
7845,7c8bb9e8c9d5c72e,0.35828,0.675143,cluster10
7846,7c8bb9e8c9d5c72e,0.35828,0.675143,cluster10
7847,7c90d80a1bc96cd0,0.249652,0.629371,cluster1
7848,7cde3509e1a15164,0.431631,0.65843,cluster4
7849,7cde3509e1a15164,0.431633,0.65843,cluster4
7850,7cde3509e1a15164,0.431631,0.65843,cluster4
7851,7cde3509e1a15164,0.431631,0.65843,cluster4
7852,7cde3509e1a15164,0.431631,0.65843,cluster4
7853,7cf739b52dbdc546,0.550392,0.735899,cluster9
7854,7cf739b52dbdc546,0.550392,0.735899,cluster9
7855,7d12c61a0bbf2f6c,0.355255,0.67343,cluster10
7856,7d12c61a0bbf2f6c,0.355255,0.67343,cluster10
7857,7d173f66d7b2dbb9,0.248326,0.605611,cluster1
7858,7d173f66d7b2dbb9,0.248329,0.605613,cluster1
7859,7d6f4b9f-e84f-30ce-8570-687af30ef3a8,0.263804,0.62815,cluster1
7860,7d6f4b9f-e84f-30ce-8570-687af30ef3a8,0.263804,0.62815,cluster1
7861,7da265723dc6191c,0.294927,0.663564,cluster1
7862,7da265723dc6191c,0.294926,0.663564,cluster1
7863,7da265723dc6191c,0.294956,0.663567,cluster1
7864,7da265723dc6191c,0.294956,0.663567,cluster1
7865,7da265723dc6191c,0.294992,0.663578,cluster1
7866,7da265723dc6191c,0.294985,0.663573,cluster1
7867,7da265723dc6191c,0.294992,0.663578,cluster1
7868,795abcf0feeb0862,0.350166,0.669772,cluster10
7869,795abcf0feeb0862,0.350166,0.669772,cluster10
7870,795abcf0feeb0862,0.350165,0.669782,cluster10
7871,795abcf0feeb0862,0.350166,0.669772,cluster10
7872,795abcf0feeb0862,0.350165,0.669782,cluster10
7873,795abcf0feeb0862,0.350157,0.669781,cluster10
7874,795abcf0feeb0862,0.350166,0.669772,cluster10
7875,795abcf0feeb0862,0.350166,0.669772,cluster10
7876,795abcf0feeb0862,0.350166,0.669772,cluster10
7877,795abcf0feeb0862,0.350166,0.669772,cluster10
7878,795abcf0feeb0862,0.350166,0.669772,cluster10
7879,795abcf0feeb0862,0.350166,0.669772,cluster10
7880,795abcf0feeb0862,0.350157,0.669781,cluster10
7881,795abcf0feeb0862,0.350157,0.669781,cluster10
7882,795abcf0feeb0862,0.350166,0.669772,cluster10
7883,795abcf0feeb0862,0.350166,0.669772,cluster10
7884,795abcf0feeb0862,0.350166,0.669772,cluster10
7885,795abcf0feeb0862,0.350166,0.669772,cluster10
7886,795abcf0feeb0862,0.350166,0.669772,cluster10
7887,795abcf0feeb0862,0.350166,0.669772,cluster10
7888,795abcf0feeb0862,0.350166,0.669772,cluster10
7889,795abcf0feeb0862,0.350166,0.669772,cluster10
7890,795abcf0feeb0862,0.350166,0.669772,cluster10
7891,795abcf0feeb0862,0.350166,0.669772,cluster10
7892,795abcf0feeb0862,0.350166,0.669772,cluster10
7893,795abcf0feeb0862,0.350166,0.669772,cluster10
7894,79844619e09ae81d,0.396692,0.661786,cluster5
7895,79844619e09ae81d,0.396692,0.661786,cluster5
7896,79844619e09ae81d,0.397455,0.66202,cluster5
7897,79844619e09ae81d,0.397455,0.662024,cluster5
7898,79844619e09ae81d,0.397459,0.662028,cluster5
7899,79844619e09ae81d,0.397461,0.662034,cluster5
7900,79844619e09ae81d,0.397455,0.662024,cluster5
7901,79844619e09ae81d,0.397462,0.662047,cluster5
7902,79844619e09ae81d,0.397455,0.662024,cluster5
7903,79844619e09ae81d,0.397436,0.662055,cluster5
7904,79844619e09ae81d,0.397462,0.662054,cluster5
7905,79844619e09ae81d,0.397462,0.662062,cluster5
7906,79844619e09ae81d,0.397455,0.662024,cluster5
7907,79844619e09ae81d,0.397463,0.662069,cluster5
7908,79844619e09ae81d,0.397455,0.662024,cluster5
7909,79844619e09ae81d,0.397466,0.662086,cluster5
7910,79844619e09ae81d,0.397455,0.662024,cluster5
7911,79844619e09ae81d,0.397466,0.662086,cluster5
7912,79844619e09ae81d,0.397455,0.662024,cluster5
7913,79844619e09ae81d,0.397466,0.662086,cluster5
7914,79844619e09ae81d,0.397455,0.662024,cluster5
7915,79844619e09ae81d,0.397466,0.662086,cluster5
7916,79844619e09ae81d,0.397455,0.662024,cluster5
7917,79844619e09ae81d,0.397466,0.662086,cluster5
7918,79844619e09ae81d,0.397455,0.662024,cluster5
7919,79844619e09ae81d,0.397466,0.662086,cluster5
7920,79844619e09ae81d,0.397455,0.662024,cluster5
7921,79844619e09ae81d,0.397463,0.662084,cluster5
7922,79844619e09ae81d,0.397455,0.662024,cluster5
7923,79844619e09ae81d,0.397466,0.662086,cluster5
7924,79844619e09ae81d,0.397455,0.662024,cluster5
7925,79844619e09ae81d,0.397269,0.661725,cluster5
7926,79844619e09ae81d,0.397269,0.661725,cluster5
7927,79844619e09ae81d,0.397258,0.661724,cluster5
7928,798e8de0c05de733,0.44972,0.651136,cluster6
7929,798e8de0c05de733,0.449765,0.651218,cluster6
7930,798e8de0c05de733,0.449763,0.651219,cluster6
7931,7aa7f6422457955,0.357855,0.674628,cluster10
7932,7aa7f6422457955,0.357855,0.674628,cluster10
7933,7aa7f6422457955,0.357854,0.674628,cluster10
7934,7ac36005cf0bf17f,0.411399,0.648693,cluster4
7935,7ac36005cf0bf17f,0.411398,0.648693,cluster4
7936,7ac36005cf0bf17f,0.411399,0.648693,cluster4
7937,7ac36005cf0bf17f,0.411399,0.648694,cluster4
7938,7ac36005cf0bf17f,0.411399,0.648694,cluster4
7939,7ac36005cf0bf17f,0.411399,0.648693,cluster4
7940,7ac36005cf0bf17f,0.411399,0.648693,cluster4
7941,7ac36005cf0bf17f,0.411399,0.648693,cluster4
7942,7ac364056ff5446d,0.358325,0.672969,cluster10
7943,7ac364056ff5446d,0.358322,0.672969,cluster10
7944,7ac364056ff5446d,0.358323,0.67297,cluster10
7945,7ac8d3b09701f606,0.268022,0.627778,cluster1
7946,7afcf3fe4fe1bd30,0.340587,0.675359,cluster10
7947,7afcf3fe4fe1bd30,0.340585,0.675356,cluster10
7948,7afcf3fe4fe1bd30,0.340587,0.675359,cluster10
7949,7afcf3fe4fe1bd30,0.340585,0.675356,cluster10
7950,7afcf3fe4fe1bd30,0.340587,0.675359,cluster10
7951,7afcf3fe4fe1bd30,0.340585,0.675356,cluster10
7952,7afcf3fe4fe1bd30,0.340587,0.675359,cluster10
7953,7afcf3fe4fe1bd30,0.340585,0.675356,cluster10
7954,7afcf3fe4fe1bd30,0.340587,0.675359,cluster10
7955,7afcf3fe4fe1bd30,0.340585,0.675356,cluster10
7956,7afcf3fe4fe1bd30,0.340585,0.675356,cluster10
7957,7afcf3fe4fe1bd30,0.340585,0.675356,cluster10
7958,7afcf3fe4fe1bd30,0.3406,0.675359,cluster10
7959,7afcf3fe4fe1bd30,0.340585,0.675356,cluster10
7960,7afcf3fe4fe1bd30,0.340599,0.675358,cluster10
7961,7afcf3fe4fe1bd30,0.340599,0.675358,cluster10
7962,7afcf3fe4fe1bd30,0.3406,0.675359,cluster10
7963,7afcf3fe4fe1bd30,0.340599,0.675358,cluster10
7964,7afcf3fe4fe1bd30,0.340599,0.675358,cluster10
7965,7b5d1d93be8e73b9,0.468079,0.650664,cluster6
7966,7b6c60f3cc9cb1a7,0.340223,0.674622,cluster10
7967,7b6c60f3cc9cb1a7,0.340223,0.674622,cluster10
7968,7b6c60f3cc9cb1a7,0.340223,0.674622,cluster10
7969,7b6c60f3cc9cb1a7,0.340223,0.674622,cluster10
7970,7b6c60f3cc9cb1a7,0.340229,0.674621,cluster10
7971,7b8e4d7f54db0651,0.432272,0.637109,cluster4
7972,7b8e4d7f54db0651,0.432272,0.637109,cluster4
7973,7c649668d0a1f9ea,0.421738,0.565435,cluster8
7974,7c6dd46059557bec,0.326726,0.674365,cluster10
7975,7c87393485cdd06b,0.259217,0.635071,cluster1
7976,7c8809595cf3b0c6,0.361834,0.668224,cluster7
7977,7c8809595cf3b0c6,0.362185,0.668214,cluster7
7978,7c8809595cf3b0c6,0.362073,0.668264,cluster7
7979,7cde5989d61324b2,0.357899,0.675135,cluster10
7980,7cde5989d61324b2,0.357904,0.675135,cluster10
7981,7cde5989d61324b2,0.357904,0.675135,cluster10
7982,7ce5b07a4ccaca18,0.418657,0.627314,cluster0
7983,7ce5b07a4ccaca18,0.418639,0.627308,cluster0
7984,7ce9db198fa43c42,0.274481,0.607578,cluster1
7985,7ce9db198fa43c42,0.274481,0.607577,cluster1
7986,7ce9db198fa43c42,0.274481,0.607578,cluster1
7987,7ce9db198fa43c42,0.274481,0.607579,cluster1
7988,7ce9db198fa43c42,0.274481,0.607578,cluster1
7989,7ce9db198fa43c42,0.274481,0.607578,cluster1
7990,7ce9db198fa43c42,0.274481,0.607578,cluster1
7991,7cf739b52dbdc546,0.550393,0.735899,cluster9
7992,7cf739b52dbdc546,0.550392,0.735899,cluster9
7993,7db852afe0385c5a,0.318408,0.669563,cluster10
7994,7db852afe0385c5a,0.318407,0.669563,cluster10
7995,7db852afe0385c5a,0.318407,0.669563,cluster10
7996,7db852afe0385c5a,0.318407,0.669563,cluster10
7997,7e377da8287a6c60,0.409902,0.620483,cluster0
7998,7e377da8287a6c60,0.409789,0.620653,cluster0
7999,7e377da8287a6c60,0.409902,0.620483,cluster0
8000,7e377da8287a6c60,0.409847,0.620569,cluster0
8001,7e377da8287a6c60,0.409789,0.620653,cluster0
8002,7e377da8287a6c60,0.4097,0.620487,cluster0
8003,7e377da8287a6c60,0.409789,0.620653,cluster0
8004,7e377da8287a6c60,0.409789,0.620653,cluster0
8005,7e7d33f4d9acd365,0.35465,0.67238,cluster10
8006,7e7d33f4d9acd365,0.354649,0.67238,cluster10
8007,7e7d33f4d9acd365,0.354651,0.67238,cluster10
8008,7e7d33f4d9acd365,0.35465,0.672379,cluster10
8009,7e7d33f4d9acd365,0.35465,0.67238,cluster10
8010,7e7d33f4d9acd365,0.35465,0.67238,cluster10
8011,7e8421612d78bedb,0.400138,0.649357,cluster5
8012,7eb784f9a6ee7626,0.515847,0.719788,cluster9
8013,7ec06e793c792889,0.473853,0.678064,cluster3
8014,7ec06e793c792889,0.473853,0.678064,cluster3
8015,7ec06e793c792889,0.473854,0.67807,cluster3
8016,7ec06e793c792889,0.473854,0.67807,cluster3
8017,7ec06e793c792889,0.473853,0.678064,cluster3
