@relation gps_clustered

@attribute Instance_number numeric
@attribute udid string
@attribute jingdu numeric
@attribute weidu numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10}

@data
30606,d9ce627d09b15f3c,0.252558,0.626408,cluster1
30607,d9ce627d09b15f3c,0.252558,0.626409,cluster1
30608,d9ce627d09b15f3c,0.252567,0.626428,cluster1
30609,d9ce627d09b15f3c,0.252567,0.626428,cluster1
30610,d9d0e755fe9a5d43,0.357895,0.670184,cluster10
30611,d9d0e755fe9a5d43,0.357896,0.670184,cluster10
30612,d9d0e755fe9a5d43,0.357886,0.670196,cluster10
30613,d9d0e755fe9a5d43,0.357886,0.670196,cluster10
30614,d9d0e755fe9a5d43,0.357896,0.670184,cluster10
30615,d9e10c06964cd229,0.257934,0.627056,cluster1
30616,d9e10c06964cd229,0.257938,0.627066,cluster1
30617,d9e10c06964cd229,0.257938,0.627066,cluster1
30618,d9e10c06964cd229,0.25793,0.627055,cluster1
30619,d9e10c06964cd229,0.257938,0.627066,cluster1
30620,d9e10c06964cd229,0.257929,0.627054,cluster1
30621,d9e10c06964cd229,0.257929,0.627054,cluster1
30622,d9e10c06964cd229,0.257938,0.627066,cluster1
30623,d9e10c06964cd229,0.257933,0.627096,cluster1
30624,d9e10c06964cd229,0.257933,0.627096,cluster1
30625,d9e10c06964cd229,0.257938,0.627066,cluster1
30626,d9e10c06964cd229,0.257929,0.627054,cluster1
30627,d9e10c06964cd229,0.257938,0.627066,cluster1
30628,d9e10c06964cd229,0.257946,0.62707,cluster1
30629,d9e10c06964cd229,0.257946,0.62707,cluster1
30630,d9e10c06964cd229,0.25793,0.627055,cluster1
30631,d9e10c06964cd229,0.257932,0.627095,cluster1
30632,d9e10c06964cd229,0.257932,0.627094,cluster1
30633,d9e10c06964cd229,0.257946,0.62707,cluster1
30634,d9e10c06964cd229,0.25793,0.627055,cluster1
30635,d9e10c06964cd229,0.257938,0.627066,cluster1
30636,d9e10c06964cd229,0.257946,0.62707,cluster1
30637,d9e10c06964cd229,0.25793,0.627055,cluster1
30638,d9e10c06964cd229,0.257946,0.62707,cluster1
30639,d9e10c06964cd229,0.25793,0.627055,cluster1
30640,d9e10c06964cd229,0.25793,0.627055,cluster1
30641,d9f7af0e02ae1f59,0.26115,0.628996,cluster1
30642,da0804c017c944a7,0.361251,0.668028,cluster7
30643,da6ba7933e042d7f,0.441281,0.635604,cluster4
30644,da6ba7933e042d7f,0.441281,0.635604,cluster4
30645,da987ba20596054c,0.242794,0.612419,cluster1
30646,da987ba20596054c,0.24279,0.612422,cluster1
30647,da987ba20596054c,0.24279,0.612422,cluster1
30648,da987ba20596054c,0.24279,0.612422,cluster1
30649,da987ba20596054c,0.24279,0.612422,cluster1
30650,da987ba20596054c,0.242789,0.612423,cluster1
30651,da987ba20596054c,0.242788,0.612423,cluster1
30652,da987ba20596054c,0.24279,0.612422,cluster1
30653,da987ba20596054c,0.242772,0.612432,cluster1
30654,da987ba20596054c,0.242772,0.612432,cluster1
30655,da987ba20596054c,0.242772,0.612432,cluster1
30656,da987ba20596054c,0.242791,0.612422,cluster1
30657,da987ba20596054c,0.242133,0.612396,cluster1
30658,da987ba20596054c,0.242791,0.612422,cluster1
30659,da987ba20596054c,0.242133,0.612396,cluster1
30660,da987ba20596054c,0.242791,0.612422,cluster1
30661,dbee3c2d14db966b,0.250356,0.630878,cluster1
30662,dbee3c2d14db966b,0.250355,0.630878,cluster1
30663,dc0a17f2c5f2913a,0.465979,0.668298,cluster6
30664,dc1f34d0f1313bdf,0.426111,0.636482,cluster4
30665,dc1f34d0f1313bdf,0.426111,0.636482,cluster4
30666,dc1f34d0f1313bdf,0.426111,0.636482,cluster4
30667,dc1f34d0f1313bdf,0.426111,0.636482,cluster4
30668,dc1f34d0f1313bdf,0.426111,0.636482,cluster4
30669,dc1f34d0f1313bdf,0.426111,0.636482,cluster4
30670,dc1f34d0f1313bdf,0.426111,0.636482,cluster4
30671,dc1f34d0f1313bdf,0.426111,0.636482,cluster4
30672,dc1f34d0f1313bdf,0.426111,0.636482,cluster4
30673,dc1f34d0f1313bdf,0.426111,0.636482,cluster4
30674,dc1f34d0f1313bdf,0.426111,0.636482,cluster4
30675,dc2e7f22ee642c8d,0.228402,0.611945,cluster1
30676,dc38e2abda70216d,0.367582,0.659628,cluster7
30677,dd4f0a01b4770089,0.345755,0.667297,cluster10
30678,dd59c436d2019a8,0.52525,0.700417,cluster9
30679,dd59c436d2019a8,0.52525,0.700417,cluster9
30680,dd8280d9e5a85daa,0.448521,0.675046,cluster6
30681,dd8280d9e5a85daa,0.448533,0.675032,cluster6
30682,dd8280d9e5a85daa,0.448525,0.675039,cluster6
30683,dd8280d9e5a85daa,0.448533,0.675032,cluster6
30684,dd934da5c8b26869,0.359623,0.674494,cluster10
30685,dd934da5c8b26869,0.359622,0.674494,cluster10
30686,dddf8ee5623bc7b7,0.507896,0.703025,cluster3
30687,dddf8ee5623bc7b7,0.507898,0.702929,cluster3
30688,dddf8ee5623bc7b7,0.507898,0.702929,cluster3
30689,de25ad15beeebeb1,0.474157,0.668921,cluster3
30690,de41145ae30cba19,0.24175,0.616587,cluster1
30691,de41145ae30cba19,0.24175,0.616588,cluster1
30692,de41145ae30cba19,0.24175,0.616586,cluster1
30693,de41145ae30cba19,0.24175,0.616587,cluster1
30694,de51781f1b304d44,0.461205,0.664308,cluster6
30695,dee9263a0b575b31,0.274829,0.60778,cluster1
30696,dee9263a0b575b31,0.274829,0.60778,cluster1
30697,deff21c18edaa56,0.279252,0.657614,cluster1
30698,deff21c18edaa56,0.279204,0.657634,cluster1
30699,deff21c18edaa56,0.279253,0.657614,cluster1
30700,df0487585f4ea90b,0.253544,0.629738,cluster1
30701,df0487585f4ea90b,0.253546,0.629741,cluster1
30702,df0487585f4ea90b,0.253549,0.629737,cluster1
30703,df0487585f4ea90b,0.253546,0.629741,cluster1
30704,df0487585f4ea90b,0.253545,0.629739,cluster1
30705,df0487585f4ea90b,0.253546,0.629741,cluster1
30706,df0487585f4ea90b,0.253545,0.629739,cluster1
30707,df0487585f4ea90b,0.253759,0.629829,cluster1
30708,df0487585f4ea90b,0.253759,0.629829,cluster1
30709,df0487585f4ea90b,0.253759,0.629829,cluster1
30710,df0487585f4ea90b,0.253759,0.629829,cluster1
30711,df15a1b188f09e2a,0.27983,0.658941,cluster1
30712,df15a1b188f09e2a,0.279829,0.658941,cluster1
30713,df15a1b188f09e2a,0.279941,0.658853,cluster1
30714,df15a1b188f09e2a,0.279941,0.658853,cluster1
30715,df15a1b188f09e2a,0.279944,0.658851,cluster1
30716,df15a1b188f09e2a,0.279941,0.658853,cluster1
30717,df15a1b188f09e2a,0.279941,0.658853,cluster1
30718,df1b308d86234b01,0.346511,0.668439,cluster10
30719,df1b308d86234b01,0.346512,0.668439,cluster10
30720,df592a66318e89f2,0.432253,0.678182,cluster4
30721,df7102bfd87212ce,0.350039,0.67248,cluster10
30722,df7102bfd87212ce,0.350039,0.672481,cluster10
30723,df7102bfd87212ce,0.349985,0.672548,cluster10
30724,df7102bfd87212ce,0.349984,0.672548,cluster10
30725,df7102bfd87212ce,0.350039,0.672481,cluster10
30726,df7102bfd87212ce,0.349984,0.672548,cluster10
30727,df7102bfd87212ce,0.34996,0.672479,cluster10
30728,df7102bfd87212ce,0.34996,0.672479,cluster10
30729,df7102bfd87212ce,0.350039,0.672481,cluster10
30730,df7102bfd87212ce,0.349984,0.672548,cluster10
30731,df7102bfd87212ce,0.350039,0.672481,cluster10
30732,df7102bfd87212ce,0.349984,0.672548,cluster10
30733,df7102bfd87212ce,0.350039,0.672481,cluster10
30734,df7102bfd87212ce,0.350039,0.672481,cluster10
30735,df7102bfd87212ce,0.350039,0.672481,cluster10
30736,e051c528d5cc914b,0.363876,0.65168,cluster7
30737,e051c528d5cc914b,0.363876,0.65168,cluster7
30738,e051c528d5cc914b,0.363861,0.651719,cluster7
30739,e051c528d5cc914b,0.363876,0.65168,cluster7
30740,e051c528d5cc914b,0.363861,0.651719,cluster7
30741,e051c528d5cc914b,0.363876,0.65168,cluster7
30742,e051c528d5cc914b,0.363862,0.651719,cluster7
30743,e051c528d5cc914b,0.363876,0.65168,cluster7
30744,e051c528d5cc914b,0.363862,0.651719,cluster7
30745,e051c528d5cc914b,0.363876,0.65168,cluster7
30746,e051c528d5cc914b,0.363861,0.651719,cluster7
30747,e051c528d5cc914b,0.363876,0.65168,cluster7
30748,e051c528d5cc914b,0.363861,0.651719,cluster7
30749,e051c528d5cc914b,0.363876,0.65168,cluster7
30750,e051c528d5cc914b,0.363861,0.651719,cluster7
30751,e051c528d5cc914b,0.363876,0.65168,cluster7
30752,e051c528d5cc914b,0.363874,0.651722,cluster7
30753,e051c528d5cc914b,0.363876,0.65168,cluster7
30754,e051c528d5cc914b,0.363862,0.651719,cluster7
30755,e051c528d5cc914b,0.363876,0.65168,cluster7
30756,e051c528d5cc914b,0.363874,0.651722,cluster7
30757,e051c528d5cc914b,0.363876,0.65168,cluster7
30758,e051c528d5cc914b,0.363861,0.651719,cluster7
30759,e051c528d5cc914b,0.363876,0.65168,cluster7
30760,e051c528d5cc914b,0.363861,0.651719,cluster7
30761,e051c528d5cc914b,0.363876,0.65168,cluster7
30762,e051c528d5cc914b,0.363861,0.651719,cluster7
30763,e051c528d5cc914b,0.363876,0.65168,cluster7
30764,e051c528d5cc914b,0.363861,0.651719,cluster7
30765,e051c528d5cc914b,0.363876,0.65168,cluster7
30766,e051c528d5cc914b,0.363861,0.651719,cluster7
30767,e051c528d5cc914b,0.363876,0.65168,cluster7
30768,e051c528d5cc914b,0.363862,0.651719,cluster7
30769,e051c528d5cc914b,0.363876,0.65168,cluster7
30770,e051c528d5cc914b,0.363862,0.651719,cluster7
30771,e051c528d5cc914b,0.363861,0.651719,cluster7
30772,e051c528d5cc914b,0.363876,0.65168,cluster7
30773,e051c528d5cc914b,0.363862,0.651719,cluster7
30774,e051c528d5cc914b,0.363876,0.65168,cluster7
30775,e051c528d5cc914b,0.363862,0.651719,cluster7
30776,e051c528d5cc914b,0.363876,0.65168,cluster7
30777,e051c528d5cc914b,0.363862,0.651719,cluster7
30778,e051c528d5cc914b,0.363876,0.65168,cluster7
30779,e051c528d5cc914b,0.363862,0.651719,cluster7
30780,e051c528d5cc914b,0.363876,0.65168,cluster7
30781,e051c528d5cc914b,0.363968,0.651721,cluster7
30782,e051c528d5cc914b,0.363968,0.651721,cluster7
30783,e051c528d5cc914b,0.364158,0.651738,cluster7
30784,e0740ada7d78d820,0.483844,0.685231,cluster3
30785,e0740ada7d78d820,0.48384,0.685238,cluster3
30786,e07519c2106b9a62,0.374196,0.649874,cluster7
30787,e07519c2106b9a62,0.37423,0.649877,cluster7
30788,e07519c2106b9a62,0.374231,0.649879,cluster7
30789,e08444822620f6d2,0.507813,0.695914,cluster3
30790,e0c17812f48ed4,0.345364,0.67351,cluster10
30791,e10347bf16485ad4,0.399878,0.654929,cluster5
30792,e10347bf16485ad4,0.399878,0.654929,cluster5
30793,e10347bf16485ad4,0.399878,0.654929,cluster5
30794,e10347bf16485ad4,0.399878,0.654929,cluster5
30795,e10347bf16485ad4,0.401226,0.655353,cluster5
30796,e10347bf16485ad4,0.401079,0.655371,cluster5
30797,e10347bf16485ad4,0.401226,0.655353,cluster5
30798,e10347bf16485ad4,0.401239,0.655351,cluster5
30799,e10347bf16485ad4,0.401226,0.655353,cluster5
30800,e120f3965657f1ad,0.345692,0.619699,cluster2
30801,e120f3965657f1ad,0.345674,0.619833,cluster2
30802,e1bda794079273e1,0.397266,0.653932,cluster5
30803,e1bda794079273e1,0.400976,0.653217,cluster5
30804,e1bda794079273e1,0.397513,0.654417,cluster5
30805,e1bda794079273e1,0.397238,0.65438,cluster5
30806,e1bda794079273e1,0.397238,0.65438,cluster5
30807,e1bda794079273e1,0.397226,0.6545,cluster5
30808,e1bda794079273e1,0.397238,0.65438,cluster5
30809,e1bda794079273e1,0.397513,0.654417,cluster5
30810,e1bda794079273e1,0.397513,0.654417,cluster5
30811,e1bda794079273e1,0.397515,0.654418,cluster5
30812,e1bda794079273e1,0.397238,0.65438,cluster5
30813,e253039b590b298b,0.264217,0.647657,cluster1
30814,e2724ee83a04f577,0.489231,0.687948,cluster3
30815,e2724ee83a04f577,0.489216,0.687941,cluster3
30816,e2724ee83a04f577,0.489239,0.687953,cluster3
30817,e2724ee83a04f577,0.489239,0.687953,cluster3
30818,e2724ee83a04f577,0.489239,0.687953,cluster3
30819,e2724ee83a04f577,0.489239,0.687953,cluster3
30820,e2724ee83a04f577,0.489239,0.687953,cluster3
30821,e2724ee83a04f577,0.489239,0.687953,cluster3
30822,de95ed2980994daa,0.358078,0.67019,cluster10
30823,de9edafc67db5227,0.342912,0.673088,cluster10
30824,de9edafc67db5227,0.342911,0.673087,cluster10
30825,decec982cfe962a4,0.274515,0.607614,cluster1
30826,decec982cfe962a4,0.274514,0.607612,cluster1
30827,dee3cd84343a4bf6,0.400197,0.637854,cluster0
30828,dee9263a0b575b31,0.274585,0.607847,cluster1
30829,dee9263a0b575b31,0.274308,0.607958,cluster1
30830,dee9263a0b575b31,0.274344,0.607946,cluster1
30831,dfda9745da56a7ce,0.470603,0.671332,cluster3
30832,dfda9745da56a7ce,0.470598,0.671332,cluster3
30833,dfda9745da56a7ce,0.470598,0.671334,cluster3
30834,dfda9745da56a7ce,0.470602,0.671336,cluster3
30835,dfda9745da56a7ce,0.470603,0.671332,cluster3
30836,dfda9745da56a7ce,0.470603,0.671332,cluster3
30837,dfda9745da56a7ce,0.470598,0.671331,cluster3
30838,dfda9745da56a7ce,0.470597,0.671332,cluster3
30839,dfda9745da56a7ce,0.4706,0.671332,cluster3
30840,dfda9745da56a7ce,0.470603,0.671332,cluster3
30841,dfda9745da56a7ce,0.470598,0.671332,cluster3
30842,dfda9745da56a7ce,0.470602,0.671332,cluster3
30843,dfda9745da56a7ce,0.470602,0.671332,cluster3
30844,dfda9745da56a7ce,0.4706,0.671332,cluster3
30845,dfda9745da56a7ce,0.4706,0.671332,cluster3
30846,dfda9745da56a7ce,0.470603,0.671332,cluster3
30847,dfda9745da56a7ce,0.470597,0.671332,cluster3
30848,dfda9745da56a7ce,0.470602,0.671332,cluster3
30849,dfda9745da56a7ce,0.470603,0.671332,cluster3
30850,dfda9745da56a7ce,0.4706,0.671332,cluster3
30851,e024b4e108ac632a,0.259223,0.632335,cluster1
30852,e024b4e108ac632a,0.259223,0.632335,cluster1
30853,e051c528d5cc914b,0.363876,0.65168,cluster7
30854,e051c528d5cc914b,0.363853,0.651666,cluster7
30855,e051c528d5cc914b,0.363852,0.651666,cluster7
30856,e10347bf16485ad4,0.399878,0.654929,cluster5
30857,e10347bf16485ad4,0.399878,0.654929,cluster5
30858,e10347bf16485ad4,0.399878,0.654929,cluster5
30859,e10347bf16485ad4,0.399878,0.654929,cluster5
30860,e10347bf16485ad4,0.399878,0.654929,cluster5
30861,e10347bf16485ad4,0.399878,0.654929,cluster5
30862,e10347bf16485ad4,0.399878,0.654929,cluster5
30863,e10347bf16485ad4,0.399878,0.654929,cluster5
30864,e10347bf16485ad4,0.399878,0.654929,cluster5
30865,e17f8d0c58e340e5,0.313873,0.593534,cluster2
30866,e17f8d0c58e340e5,0.313874,0.593535,cluster2
30867,e17f8d0c58e340e5,0.313872,0.593534,cluster2
30868,e1851eb5cddf1bb5,0.392843,0.604961,cluster0
30869,e1851eb5cddf1bb5,0.392843,0.604961,cluster0
30870,e1851eb5cddf1bb5,0.392843,0.604961,cluster0
30871,e1851eb5cddf1bb5,0.392843,0.604961,cluster0
30872,e1851eb5cddf1bb5,0.392843,0.604961,cluster0
30873,e1851eb5cddf1bb5,0.392843,0.604961,cluster0
30874,e1851eb5cddf1bb5,0.392843,0.604961,cluster0
30875,e1851eb5cddf1bb5,0.392846,0.604961,cluster0
30876,e1851eb5cddf1bb5,0.392846,0.604961,cluster0
30877,e1851eb5cddf1bb5,0.392843,0.604961,cluster0
30878,e1851eb5cddf1bb5,0.392846,0.604961,cluster0
30879,e1851eb5cddf1bb5,0.392843,0.604961,cluster0
30880,e1851eb5cddf1bb5,0.392846,0.604961,cluster0
30881,e1851eb5cddf1bb5,0.392843,0.604961,cluster0
30882,e1851eb5cddf1bb5,0.392846,0.604961,cluster0
30883,e1851eb5cddf1bb5,0.392843,0.604961,cluster0
30884,e1851eb5cddf1bb5,0.392843,0.604961,cluster0
30885,e1851eb5cddf1bb5,0.392843,0.604961,cluster0
30886,e1851eb5cddf1bb5,0.392846,0.604961,cluster0
30887,e1851eb5cddf1bb5,0.392843,0.604961,cluster0
30888,e1851eb5cddf1bb5,0.392846,0.604961,cluster0
30889,e1851eb5cddf1bb5,0.392843,0.604961,cluster0
30890,e1851eb5cddf1bb5,0.392846,0.604961,cluster0
30891,e19ee43ded0d70fd,0.418498,0.669003,cluster4
30892,e1aa5ca6c69aef0f,0.357326,0.674784,cluster10
30893,e1aa5ca6c69aef0f,0.357328,0.674747,cluster10
30894,e1aa5ca6c69aef0f,0.357444,0.674766,cluster10
30895,e1bda794079273e1,0.397515,0.654418,cluster5
30896,e1bda794079273e1,0.397513,0.654417,cluster5
30897,e1bda794079273e1,0.397515,0.654418,cluster5
30898,e1bda794079273e1,0.397513,0.654417,cluster5
30899,e21766fe7c9f4fdd,0.363346,0.666164,cluster7
30900,e21766fe7c9f4fdd,0.363266,0.66637,cluster7
30901,e21766fe7c9f4fdd,0.363266,0.666369,cluster7
30902,e21766fe7c9f4fdd,0.363266,0.666369,cluster7
30903,e21766fe7c9f4fdd,0.363267,0.66637,cluster7
30904,e21766fe7c9f4fdd,0.363267,0.666369,cluster7
30905,e21766fe7c9f4fdd,0.363267,0.666369,cluster7
30906,e21766fe7c9f4fdd,0.363267,0.66637,cluster7
30907,e22e1137e3d9d710,0.257335,0.601567,cluster1
30908,e22e1137e3d9d710,0.257335,0.601567,cluster1
30909,e22e1137e3d9d710,0.257335,0.601567,cluster1
30910,e23f913534e3671d,0.35809,0.673058,cluster10
30911,e23f913534e3671d,0.358089,0.673058,cluster10
30912,e23f913534e3671d,0.358089,0.673058,cluster10
30913,e2724ee83a04f577,0.489393,0.687996,cluster3
30914,e2724ee83a04f577,0.489394,0.687996,cluster3
30915,e2724ee83a04f577,0.489394,0.687996,cluster3
30916,e2724ee83a04f577,0.489408,0.687978,cluster3
30917,e2724ee83a04f577,0.489408,0.687978,cluster3
30918,e2724ee83a04f577,0.489394,0.687996,cluster3
30919,e2755320240be371,0.254488,0.633431,cluster1
30920,e2755320240be371,0.254488,0.633431,cluster1
30921,e2755320240be371,0.254487,0.633432,cluster1
30922,e2d0399cf2852165,0.477656,0.687336,cluster3
30923,e2d0399cf2852165,0.477719,0.687264,cluster3
30924,e2d0399cf2852165,0.47771,0.687263,cluster3
30925,e2d0399cf2852165,0.477656,0.687336,cluster3
30926,de51781f1b304d44,0.461205,0.664308,cluster6
30927,de51781f1b304d44,0.461205,0.664308,cluster6
30928,de51781f1b304d44,0.461205,0.664308,cluster6
30929,de73ae03e99a61da,0.448609,0.675005,cluster6
30930,de73ae03e99a61da,0.44861,0.675002,cluster6
30931,de73ae03e99a61da,0.448609,0.675005,cluster6
30932,de73ae03e99a61da,0.448608,0.675004,cluster6
30933,de9336747aed9707,0.315267,0.628459,cluster2
30934,de9336747aed9707,0.315267,0.628459,cluster2
30935,de9336747aed9707,0.315267,0.628459,cluster2
30936,de9336747aed9707,0.315267,0.628459,cluster2
30937,de9336747aed9707,0.315267,0.628459,cluster2
30938,de9336747aed9707,0.315267,0.628459,cluster2
30939,de9336747aed9707,0.315267,0.628459,cluster2
30940,de95ed2980994daa,0.358017,0.670186,cluster10
30941,df40ade70ae09d31,0.41447,0.667404,cluster4
30942,df40ade70ae09d31,0.414471,0.667408,cluster4
30943,df40ade70ae09d31,0.41447,0.667404,cluster4
30944,df40ade70ae09d31,0.414471,0.667408,cluster4
30945,df7102bfd87212ce,0.350039,0.672481,cluster10
30946,df7102bfd87212ce,0.349984,0.672548,cluster10
30947,df7102bfd87212ce,0.350039,0.672481,cluster10
30948,df7102bfd87212ce,0.34996,0.672479,cluster10
30949,df7102bfd87212ce,0.350039,0.672481,cluster10
30950,dfabec480569b5a2,0.477251,0.687493,cluster3
30951,dfabec480569b5a2,0.477251,0.687493,cluster3
30952,dfabec480569b5a2,0.477232,0.687504,cluster3
30953,dfabec480569b5a2,0.477236,0.687509,cluster3
30954,dfabec480569b5a2,0.477251,0.687493,cluster3
30955,dfabec480569b5a2,0.477251,0.687493,cluster3
30956,dfabec480569b5a2,0.477261,0.687518,cluster3
30957,dfabec480569b5a2,0.477236,0.687509,cluster3
30958,dfabec480569b5a2,0.477251,0.687493,cluster3
30959,dfabec480569b5a2,0.477251,0.687493,cluster3
30960,dfabec480569b5a2,0.477251,0.687493,cluster3
30961,dfabec480569b5a2,0.477251,0.687493,cluster3
30962,dfabec480569b5a2,0.477236,0.687509,cluster3
30963,dfada9f4be33c00a,0.281674,0.658786,cluster1
30964,dfada9f4be33c00a,0.281678,0.658775,cluster1
30965,e051c528d5cc914b,0.363862,0.651719,cluster7
30966,e051c528d5cc914b,0.363876,0.65168,cluster7
30967,e051c528d5cc914b,0.363862,0.651719,cluster7
30968,e051c528d5cc914b,0.363876,0.65168,cluster7
30969,e051c528d5cc914b,0.363861,0.651719,cluster7
30970,e051c528d5cc914b,0.363876,0.65168,cluster7
30971,e051c528d5cc914b,0.363861,0.651719,cluster7
30972,e051c528d5cc914b,0.363876,0.65168,cluster7
30973,e051c528d5cc914b,0.363862,0.651719,cluster7
30974,e051c528d5cc914b,0.363876,0.65168,cluster7
30975,e051c528d5cc914b,0.363862,0.651719,cluster7
30976,e051c528d5cc914b,0.363876,0.65168,cluster7
30977,e051c528d5cc914b,0.363862,0.651719,cluster7
30978,e051c528d5cc914b,0.363876,0.65168,cluster7
30979,e051c528d5cc914b,0.363861,0.651719,cluster7
30980,e051c528d5cc914b,0.363862,0.651719,cluster7
30981,e051c528d5cc914b,0.363876,0.65168,cluster7
30982,e051c528d5cc914b,0.363861,0.651719,cluster7
30983,e051c528d5cc914b,0.363876,0.65168,cluster7
30984,e051c528d5cc914b,0.363861,0.651719,cluster7
30985,e051c528d5cc914b,0.363876,0.65168,cluster7
30986,e051c528d5cc914b,0.363861,0.651719,cluster7
30987,e051c528d5cc914b,0.363876,0.65168,cluster7
30988,e051c528d5cc914b,0.363861,0.651719,cluster7
30989,e051c528d5cc914b,0.363876,0.65168,cluster7
30990,e051c528d5cc914b,0.363861,0.651719,cluster7
30991,e051c528d5cc914b,0.363876,0.65168,cluster7
30992,e051c528d5cc914b,0.363861,0.651719,cluster7
30993,e051c528d5cc914b,0.363876,0.65168,cluster7
30994,e051c528d5cc914b,0.363862,0.651719,cluster7
30995,e051c528d5cc914b,0.363861,0.651719,cluster7
30996,e051c528d5cc914b,0.363876,0.65168,cluster7
30997,e051c528d5cc914b,0.363861,0.651719,cluster7
30998,e051c528d5cc914b,0.363876,0.65168,cluster7
30999,e051c528d5cc914b,0.363874,0.651722,cluster7
31000,e10347bf16485ad4,0.399878,0.654929,cluster5
31001,e10347bf16485ad4,0.399878,0.654929,cluster5
31002,e10347bf16485ad4,0.399878,0.654929,cluster5
31003,e120f3965657f1ad,0.345692,0.619699,cluster2
31004,e120f3965657f1ad,0.345674,0.619833,cluster2
31005,e120f3965657f1ad,0.345692,0.619699,cluster2
31006,e120f3965657f1ad,0.345674,0.619833,cluster2
31007,e120f3965657f1ad,0.345692,0.619699,cluster2
31008,e120f3965657f1ad,0.345674,0.619833,cluster2
31009,e12bc9432acb5f67,0.357528,0.669433,cluster10
31010,e12bc9432acb5f67,0.357528,0.669433,cluster10
31011,e12bc9432acb5f67,0.357529,0.669433,cluster10
31012,e12bc9432acb5f67,0.357528,0.669433,cluster10
31013,e12bc9432acb5f67,0.357528,0.669433,cluster10
31014,e13a262a70df0524,0.289392,0.632747,cluster1
31015,e13a262a70df0524,0.289396,0.632746,cluster1
31016,e13a262a70df0524,0.289394,0.632747,cluster1
31017,e13a262a70df0524,0.289392,0.632747,cluster1
31018,e13a262a70df0524,0.28938,0.632737,cluster1
31019,e13a262a70df0524,0.289395,0.632746,cluster1
31020,e15bac0eb418bfda,0.252472,0.614185,cluster1
31021,e16880fe627bd89c,0.347536,0.667957,cluster10
31022,e17468d30c1127a7,0.258408,0.62235,cluster1
31023,e17468d30c1127a7,0.258408,0.62235,cluster1
31024,e1bda794079273e1,0.397238,0.65438,cluster5
31025,e1bda794079273e1,0.397238,0.65438,cluster5
31026,e1c21008a8e3a714,0.371714,0.664176,cluster7
31027,e1c21008a8e3a714,0.371714,0.664176,cluster7
31028,e20570ecc327cb66,0.261909,0.62918,cluster1
31029,e20691a86abc932b,0.33184,0.66457,cluster10
31030,e21766fe7c9f4fdd,0.363345,0.666164,cluster7
31031,e21766fe7c9f4fdd,0.363344,0.666164,cluster7
31032,e21766fe7c9f4fdd,0.363345,0.666164,cluster7
31033,e21766fe7c9f4fdd,0.363345,0.666164,cluster7
31034,e21766fe7c9f4fdd,0.363345,0.666164,cluster7
31035,e21766fe7c9f4fdd,0.363345,0.666164,cluster7
31036,e21766fe7c9f4fdd,0.363345,0.666164,cluster7
31037,e21766fe7c9f4fdd,0.363356,0.666181,cluster7
31038,e21766fe7c9f4fdd,0.363319,0.666173,cluster7
31039,e21766fe7c9f4fdd,0.363345,0.666164,cluster7
31040,e21766fe7c9f4fdd,0.363345,0.666164,cluster7
31041,e21766fe7c9f4fdd,0.363345,0.666164,cluster7
31042,e2724ee83a04f577,0.489408,0.68798,cluster3
31043,e2724ee83a04f577,0.489408,0.68798,cluster3
31044,e2724ee83a04f577,0.489408,0.68798,cluster3
31045,e2724ee83a04f577,0.489408,0.68798,cluster3
31046,e2724ee83a04f577,0.489408,0.68798,cluster3
31047,e2724ee83a04f577,0.489408,0.68798,cluster3
31048,e2724ee83a04f577,0.489399,0.687987,cluster3
31049,e2724ee83a04f577,0.489399,0.687987,cluster3
31050,e2724ee83a04f577,0.489408,0.68798,cluster3
31051,e2724ee83a04f577,0.489408,0.68798,cluster3
31052,e3666a397469296d,0.507847,0.695857,cluster3
31053,e3666a397469296d,0.507899,0.695869,cluster3
31054,e3666a397469296d,0.507899,0.695869,cluster3
31055,e4032a95db322656,0.259992,0.63177,cluster1
31056,e4032a95db322656,0.259992,0.63177,cluster1
31057,e4032a95db322656,0.259992,0.63177,cluster1
31058,e4032a95db322656,0.259992,0.63177,cluster1
31059,e4bc2bd300dded10,0.262502,0.610127,cluster1
31060,e4bc2bd300dded10,0.262502,0.610127,cluster1
31061,e4d4db3b84d40037,0.346404,0.634929,cluster2
31062,e4d69a8476f7c6f9,0.483847,0.68533,cluster3
31063,e4e7189c2de79e4b,0.46,0.654011,cluster6
31064,e562f5dc5a5fa6ad,0.486464,0.662598,cluster3
31065,e56f7865da5b4a4e,0.359008,0.671936,cluster10
31066,e56f7865da5b4a4e,0.359015,0.671934,cluster10
31067,e5b06e161f271bba,0.318425,0.645772,cluster2
31068,e5ce85786e703dc6,0.463029,0.646569,cluster6
31069,e5ce85786e703dc6,0.463022,0.646566,cluster6
31070,e5ce85786e703dc6,0.463029,0.646569,cluster6
31071,e5ce85786e703dc6,0.463029,0.646569,cluster6
31072,e5ce85786e703dc6,0.463022,0.646566,cluster6
31073,e5ce85786e703dc6,0.463035,0.646571,cluster6
31074,e5ce85786e703dc6,0.463022,0.646566,cluster6
31075,e5ce85786e703dc6,0.463035,0.646571,cluster6
31076,e5ce85786e703dc6,0.463035,0.646571,cluster6
31077,e5ce85786e703dc6,0.463022,0.646566,cluster6
