@relation gps
@attribute udid string
@attribute jingdu real
@attribute weidu real

@data

0104df99684c5c10f3c1e2d9180fbd31,0.3710844243760868,0.672396492560985
09ee3c141d69f5179069f3ffc845aba7,0.39933800557077653,0.631451672155901
04b5db3a4b3742f3ac97139b7de92c7b,0.4754047732781414,0.678191804656599
0fd388fb901e9b1679ea60385f60da89,0.4046760021692077,0.6598825951735909
0fd388fb901e9b1679ea60385f60da89,0.40428869990860145,0.6600604937351354
0fd388fb901e9b1679ea60385f60da89,0.4042833785442494,0.6600595879606139
0fd388fb901e9b1679ea60385f60da89,0.404311059183928,0.6600641223901205
0c453e06e18588c63d2cdd389a94273e,0.3583969315915466,0.6661755386799451
0c453e06e18588c63d2cdd389a94273e,0.3583532391335712,0.6661774446962695
0c453e06e18588c63d2cdd389a94273e,0.35835733157297195,0.6661753441884835
0c453e06e18588c63d2cdd389a94273e,0.35835728384773113,0.6661753497453823
0c453e06e18588c63d2cdd389a94273e,0.35835728384773113,0.6661753497453823
0c453e06e18588c63d2cdd389a94273e,0.3583750734312487,0.6661689370840459
0c453e06e18588c63d2cdd389a94273e,0.3583805737652538,0.6661669977263281
0c453e06e18588c63d2cdd389a94273e,0.3583570213589066,0.6661753219608878
132c337c35f99220b47797296dd86095,0.3405461762465463,0.657386002747353
132c337c35f99220b47797296dd86095,0.3405442075803623,0.6573852192246074
163538e6b907b4cf88e88daf29f8d32a,0.531541313378583,0.7033311652907025
163538e6b907b4cf88e88daf29f8d32a,0.5314356019701552,0.7033731087636375
163538e6b907b4cf88e88daf29f8d32a,0.5313827581972517,0.7033940916139027
1816e19a48c2220b81dae8b87844a73b,0.35753645743077944,0.6724769064450391
1816e19a48c2220b81dae8b87844a73b,0.3575364454994692,0.6724768897743424
1816e19a48c2220b81dae8b87844a73b,0.35753645743077944,0.6724768619898478
1816e19a48c2220b81dae8b87844a73b,0.35753645743077944,0.6724768897743424
1816e19a48c2220b81dae8b87844a73b,0.35753645743077944,0.6724768897743424
1816e19a48c2220b81dae8b87844a73b,0.35753645743077944,0.6724768897743424
1816e19a48c2220b81dae8b87844a73b,0.35753645743077944,0.6724768897743424
202b1ff0f55f55d800fab647df364cc6,0.37112234207992234,0.669761861209048
202b1ff0f55f55d800fab647df364cc6,0.3711189177938931,0.6697610610156056
243347c6fcccd26e12de853c3cf5459c,0.26406288649988,0.6179308924714166
243347c6fcccd26e12de853c3cf5459c,0.2640636739663536,0.6179468907833642
243347c6fcccd26e12de853c3cf5459c,0.2640641631500721,0.617957132148046
243347c6fcccd26e12de853c3cf5459c,0.2640644852954476,0.6179636892887539
269968c3484316bafaffff105023a9c8,0.47100509070826313,0.671268564335047
269968c3484316bafaffff105023a9c8,0.471005198090055,0.6712680197589543
269968c3484316bafaffff105023a9c8,0.47100528160922644,0.6712676029915364
1dd0a2dea7aa68b655f897d83093b2eb,0.34138890854903675,0.6752392797890041
1dd0a2dea7aa68b655f897d83093b2eb,0.34138890854903675,0.6752392797890041
1dd0a2dea7aa68b655f897d83093b2eb,0.34138890854903675,0.6752392797890041
202b1ff0f55f55d800fab647df364cc6,0.3711189177938931,0.6697610610156056
2a1984921908c9b52d3234a6e8869111,0.2658990435527662,0.6488879706175191
2a1984921908c9b52d3234a6e8869111,0.2658990435527662,0.6488879706175191
2a1984921908c9b52d3234a6e8869111,0.2658990435527662,0.6488879706175191
2a1984921908c9b52d3234a6e8869111,0.26588846048061326,0.6488884985229151
2dffae2545576647da5b4bba2eda8ecc,0.37914570673517217,0.6403032619785651
2940cbde301cb45708959541e3f1aed1,0.3493751787608552,0.578203933144149
2a1984921908c9b52d3234a6e8869111,0.2658928034775283,0.6488943832788555
2a1984921908c9b52d3234a6e8869111,0.265663340519641,0.6488666265688251
2a1984921908c9b52d3234a6e8869111,0.265663340519641,0.6488666265688251
3028a12c8803e658727744ecfea9fa4f,0.2809483153300203,0.6181430048595192
3028a12c8803e658727744ecfea9fa4f,0.2809483153300203,0.6181430048595192
2a1984921908c9b52d3234a6e8869111,0.2658916938656791,0.648886459141017
2a1984921908c9b52d3234a6e8869111,0.2658898206499768,0.6488873204603472
2a1984921908c9b52d3234a6e8869111,0.2659011315320523,0.6488887485833658
2a1984921908c9b52d3234a6e8869111,0.2659011315320523,0.6488887485833658
2a1984921908c9b52d3234a6e8869111,0.2658981009792599,0.6488889486317264
2a1984921908c9b52d3234a6e8869111,0.2658949988386063,0.6488885874332976
2a1984921908c9b52d3234a6e8869111,0.26590134629563605,0.6488887596971636
2a1984921908c9b52d3234a6e8869111,0.26590134629563605,0.6488887596971636
2a1984921908c9b52d3234a6e8869111,0.26565367615837393,0.6488832250258543
2a1984921908c9b52d3234a6e8869111,0.265663340519641,0.6488666265688251
2dffae2545576647da5b4bba2eda8ecc,0.3791456351473109,0.6403032619785651
38283560f806ecae5f09ec8866c5408d,0.255620064703018,0.6234278991200127
388c50db523b8091dc408b38a4702466,0.48868414256808473,0.6868569660778995
388c50db523b8091dc408b38a4702466,0.4886843573316685,0.6868567938140334
3bb2bb367fc4367cd9542ed77a798de3,0.3591336542028542,0.6723953589536084
3bb2bb367fc4367cd9542ed77a798de3,0.35912642382886917,0.6724369245574177
3bb2bb367fc4367cd9542ed77a798de3,0.35912968107655546,0.672417547650936
3bb2bb367fc4367cd9542ed77a798de3,0.3591309100015067,0.6724103903651463
3bb2bb367fc4367cd9542ed77a798de3,0.35912645962279977,0.6724367245090571
3bb2bb367fc4367cd9542ed77a798de3,0.359141337966627,0.6724454210558434
3de3bcafd9cf6fa605327f5f6c4bf2eb,0.2817205335891916,0.6588283569840322
40dce200404ffdbaba367db7effdf87a,0.26588195791655084,0.6463438444780478
33d9b805a6bd081662d6881d4ac4e235,0.3490681503553168,0.637351742909672
33e643af455c520ee31a1e3548eec309,0.25888238319617185,0.640655436003568
33e643af455c520ee31a1e3548eec309,0.25886509472768293,0.6406628211222128
368f8f7e4db4c42ab19d94d1612be13f,0.48711015219436127,0.6857151233771034
368f8f7e4db4c42ab19d94d1612be13f,0.48711015219436127,0.6857151233771034
38283560f806ecae5f09ec8866c5408d,0.2556289177351911,0.6234270155730869
38283560f806ecae5f09ec8866c5408d,0.2556346089701595,0.6234271600524585
38283560f806ecae5f09ec8866c5408d,0.2556395485325849,0.6234272878611332
38283560f806ecae5f09ec8866c5408d,0.25563611231524547,0.6234303552693288
3de3bcafd9cf6fa605327f5f6c4bf2eb,0.2823334449944885,0.6587765666862376
3de3bcafd9cf6fa605327f5f6c4bf2eb,0.28234229802666155,0.6587723823413623
3de3bcafd9cf6fa605327f5f6c4bf2eb,0.2823471182759849,0.6587701040128111
3de3bcafd9cf6fa605327f5f6c4bf2eb,0.28232157334083324,0.6587824292145824
3de3bcafd9cf6fa605327f5f6c4bf2eb,0.2817140429564393,0.6588262898176395
3de3bcafd9cf6fa605327f5f6c4bf2eb,0.28169745843525257,0.6588200271925736
3de3bcafd9cf6fa605327f5f6c4bf2eb,0.2817215238879387,0.6588287626376522
3de3bcafd9cf6fa605327f5f6c4bf2eb,0.2817058580776378,0.6588231779542527
3de3bcafd9cf6fa605327f5f6c4bf2eb,0.2817015985998942,0.658821577567368
3de3bcafd9cf6fa605327f5f6c4bf2eb,0.2817211898112529,0.6588282625167508
3e7b9dba4fad4d5ba22dfcc0e54208d0,0.3156377526317727,0.6221570085559461
